,유형,component,name,description,parameter,return,exception,sample,built since,built last
2701,method,WebSquare.uiplugin.gridView,setDataType,"특정 column의 dataType 속성을 변경. <br />단, 컬럼의 dataType이 ""text"", ""number"", ""float""인 경우만 가능.
<xmp  class='js sample'>(gridView.column의 관련 속성)
 dataType=""text"" 
 dataType=""number"" 
 dataType=""float""</xmp>","colIndex	Number||String	Y	컬럼의 index 또는 id
dataType	String	Y	변경하려는 컬럼의 dataType",	,text와 number로만 서로 변경 가능,,5.0_2.2964B.20180202.163500,5.0_5.4811B.20230203.095105
2702,method,WebSquare.uiplugin.gridView,setDisabled,type에 따라 disabled 속성 값을 설정한다.,"type	String	Y	[grid, row, column, cell]disabled 속성을 설정할 type
rowIndex	Number	Y	disabled 속성을 설정할 행 index
colIndex	Number||String	Y	disabled 속성을 설정할 열 index 또는 id
disableFlag	Boolean	Y	disabled 속성에 적용할 값",	,,"<xmp  class='js sample'>//이름, 성별, 나이가 정의된 gridView가 있고 각 column의 id가 name, gender, age 인 경우

//gridView 전체에 disable을 적용 할 경우
gridView1.setDisabled(""grid"",true);

//gridView의 1번째행에 disable을 적용 할 경우
gridView1.setDisabled(""row"",0,true);

//gridView의 ""이름""열에 disable을 적용 할 경우
gridView1.setDisabled(""column"",""name"",true);

//gridView의 1번째행의 ""나이""열에 disable을 적용 할 경우
gridView1.setDisabled(""cell"",0,""age"",true);</xmp>",5.0_1.1274N.20140912.183941,5.0_5.4811B.20230203.095105
2703,method,WebSquare.uiplugin.gridView,setDrillDownDragDrop,"drillDown 컬럼에 드래그-앤-드롭을 설정. <br />drillDown컬럼이 포함된 GridView 에서 dataDragDrop=""true"" 설정하고, <br />setDrillDownDragDrop 함수에 파라미터로 true로 설정값을 넘겨주면, <br />드릴다운 드래그-앤-드롭이 동작.",value	Boolean	Y	drilldown컬럼이 포함된 gridView에서 drilldown  drag drop을 동작하게 하는 여부,	,,"<xmp  class='js sample'> gridView1.setDrillDownDragDrop(true);
 //실행 결과 : 데이터들이 드래그 앤 드랍으로 이동 가능하다.</xmp>",5.0_1.2722A.20170731.103905,5.0_5.4811B.20230203.095105
2704,method,WebSquare.uiplugin.gridView,setFixedColumn,세로 틀고정을 설정.,fixedColNum	Number	Y	맨 왼쪽부터 시작해서 영역을 고정시킬 컬럼들의 수. 1번째 컬럼을 틀 고정 할 경우 1로 입력한다.,	,,"<xmp  class='js sample'>//1번째 컬럼의 세로 틀고정 설정
gridView1.setFixedColumn(1);

//3번째 컬럼까지 세로 틀고정 설정
gridView1.setFixedColumn(3);</xmp>",5.0_1.1274N.20140912.183941,5.0_5.4811B.20230203.095105
2705,method,WebSquare.uiplugin.gridView,setFixedRightColumn,"우측에 고정할 컬럼 수(fixedRightColun)를 동적으로 제어. 
<xmp  class='js sample'>(관련 속성)
 fixedRightColumn (오른쪽에 세로로 틀고정할 컬럼의 수)</xmp>","count	Number	Y	제일 우측에서부터 세로로 고정할 컬럼의 수. 2개의 컬럼을 고정할 경우 ""2""를 지정.",	,,"<xmp  class='js sample'>// 오른쪽 2개의 컬럼을 동적으로 고정
gridView1.setFixedRightColumn(2); 
// 오른쪽 세로 틀고정을 해제
gridView1.setFixedRightColumn(0);</xmp>",5.0_1.2509B.20170209.182024,5.0_5.4811B.20230203.095105
2706,method,WebSquare.uiplugin.gridView,setFixedRow,가로 틀고정을 설정.,fixedRowNum	Number	Y	맨 위쪽부터 시작해서 영역을 고정시킬 행들의 수. 1번째 행을 틀 고정 할 경우 1로 입력한다.,	,,"<xmp  class='js sample'>//1번째 행의 가로 틀고정 설정
gridView1.setFixedRow(1);

//3번째 행까지 가로 틀고정 설정
gridView1.setFixedRow(3);</xmp>",5.0_5.4811B.20230203.095105,5.0_5.4811B.20230203.095105
2707,method,WebSquare.uiplugin.gridView,setFocusedCell,셀로 포커스(선택)를 주고 해당 셀로 이동.,"rowIndex	Number	Y	포커스를 이동할 셀의 행 index
colIndex	Number||String	Y	포커스를 이동할 셀의 열 index 또는 id
editMode	Boolean	Y	[default:false, true]editMode로 전환할지 여부",	,,,5.0_1.1274N.20140912.183941,5.0_5.4811B.20230203.095105
2708,method,WebSquare.uiplugin.gridView,setFocusedHeaderObj,"헤더에 text가 아닌 inputType이 selectbox, checkbox와 같은 Object일 경우 포커스를 설정.",headerId	String	Y	header의 id,	,,,5.0_1.1274N.20140912.183941,5.0_5.4811B.20230203.095105
2709,method,WebSquare.uiplugin.gridView,setFocusedMultiCell,직사각형 영역만큼 cell에 focus를 줌.,"startRow	Number	Y	포커스영역 시작지점의 row값. 즉, 포커스 영역 왼쪽 최상단 셀의 rowIndex.
startCol	Number	Y	포커스영역 시작지점의 column값. 즉, 포커스 영역 왼쪽 최상단 셀의 colIndex
endRow	Number	Y	포커스영역 종료지점의 row값. 즉, 포커스 영역 우측 최하단 셀의 rowIndex
endCol	Number	Y	포커스영역 종료지점 column값. 즉, 포커스 영역 우측 최하단 셀의 colIndex",	,,"<xmp  class='js sample'>
 gridView1.setFocusedMultiCell(3,2,4,3);
 // 실행결과 : (3,2), (3,3), (4,2), (4,3)셀이 포커스 처리됨.</xmp>",5.0_1.2722A.20170731.103905,5.0_5.4811B.20230203.095105
2710,method,WebSquare.uiplugin.gridView,setFooterCaption,그리드 footer 테이블의 caption의 innerHTML 값을 설정.,htmlStr	String	Y	caption의 innerHTML 값으로 설정될 값,	,,,5.0_1.2270A.20160908.220202,5.0_5.4811B.20230203.095105
2711,method,WebSquare.uiplugin.gridView,setFooterData,footer의 inputType이 text인 경우 data를 footer에 설정.,"footerId	Number||String	Y	footer의 index 또는 id
data	String	Y	footer에 넣을 값",	,,,5.0_1.1274N.20140912.183941,5.0_5.4811B.20230203.095105
2712,method,WebSquare.uiplugin.gridView,setFooterDisplayFormat,footer의 displayFormat을 설정.<br />displayFormat은 dataType속성값에 따라 동작이 변경됨에 주의.,"footerId	Number||String	Y	컬럼의 index 또는 id
displayFormat	String	Y	컬럼에 적용할 displayFormat",	,,,5.0_1.1274N.20140912.183941,5.0_5.4811B.20230203.095105
2713,method,WebSquare.uiplugin.gridView,setFooterStyle,footer cell의 스타일 속성을 설정.,"footerId	String||Number	Y	그리드 footer cell의 id 또는 index (rowNum 컬럼은 ""$rowNum"", rowStatus 컬럼은 ""$rowStatus""로 지정)
style	String	Y	적용할 CSS 속성명
value	String	Y	적용할 CSS 속성값",	,,,5.0_1.1274N.20140912.183941,5.0_5.4811B.20230203.095105
2714,method,WebSquare.uiplugin.gridView,setFooterSummary,그리드 footer 테이블의 summary 값을 설정. summary attribute 는 비표준이므로 docType이 html5인경우를 판단하여 summary attribute를 제거하도록 기능 변경(5.0_5.4699B.20220908.074748 이후),str	String	Y	summary 값에 설정될 string,	,,,5.0_1.2270A.20160908.220202,5.0_5.4811B.20230203.095105
2715,method,WebSquare.uiplugin.gridView,setFooterValue,footer의 inputType이 text인 경우만 적용되며 data의 값을 footer에 설정.,"footerId	String||Number	Y	footer의 id 또는 index
data	String	Y	footer에 넣을 값",	,,,5.0_1.1274N.20140912.183941,5.0_5.4811B.20230203.095105
2716,method,WebSquare.uiplugin.gridView,setGridHeight,gridView의 높이를 설정한다.,height	Number	Y	변경할 height값. px로 계산된다.,	,,,5.0_1.1274N.20140912.183941,5.0_5.4811B.20230203.095105
2717,method,WebSquare.uiplugin.gridView,setGridReadOnly,gridView 전체에 readOnly 속성을 설정한다.,"readOnly	Boolean	Y	[true, false]readOnly 적용여부",	,,,5.0_1.1274N.20140912.183941,5.0_5.4811B.20230203.095105
2718,method,WebSquare.uiplugin.gridView,setGridSize,gridView의 높이와 넓이을 설정한다.,"width	Number	Y	변경할 width값으로 px단위로 계산된다.
height	Number	Y	변경할 height값으로 px단위로 계산된다.",	,,,5.0_1.1274N.20140912.183941,5.0_5.4811B.20230203.095105
2719,method,WebSquare.uiplugin.gridView,setGridWidth,gridView의 넓이를 설정한다.,width	Number	Y	변경할 width값. px로 계산된다.,	,,,5.0_1.1274N.20140912.183941,5.0_5.4811B.20230203.095105
2720,method,WebSquare.uiplugin.gridView,setHeaderBackgroundColor,header 셀의 배경 색상을 설정.,"headerId	String||Number	Y	header cell의 id 또는 index
color	String	Y	background에 지정할 색상",	,,,5.0_1.1274N.20140912.183941,5.0_5.4811B.20230203.095105
2721,method,WebSquare.uiplugin.gridView,setHeaderClass,grid header 셀에 동적으로 사용자 class를 적용.,"headerId	Number	Y	header cell의 id
className	String	Y	td에 적용할 class의 이름",	,,,5.0_2.3183B.20180704.104623,5.0_5.4811B.20230203.095105
2722,method,WebSquare.uiplugin.gridView,setHeaderColor,header 셀의 글씨 색상을 설정.,"headerId	String||Number	Y	header cell의 id 또는 index
color	String	Y	글씨 색상",	,,,5.0_1.1274N.20140912.183941,5.0_5.4811B.20230203.095105
2723,method,WebSquare.uiplugin.gridView,setHeaderDisabled,header의 disalbled를 설정.,"headerId	Number||String	Y	header의 index 또는 id
disabled	Boolean	Y	[true, false]header의 disabled 여부",	,,,5.0_1.1274N.20140912.183941,5.0_5.4811B.20230203.095105
2724,method,WebSquare.uiplugin.gridView,setHeaderHide,header의 hidden 여부를 설정.,"hide	Boolean	Y	[true, false]header의 hidden 여부",	,,,5.0_1.1274N.20140912.183941,5.0_5.4811B.20230203.095105
2725,method,WebSquare.uiplugin.gridView,setHeaderNodeSet,header의 inputType이 select의 경우 적용되며 list의 nodeSet을 설정한다.,"headerId	String	Y	header의 id
nodeset	String	N	변경하려는 nodeset값으로 ""data:""라는 prefix 뒤에 dataList id를 정의.
label	String	N	변경하려는 label로 dataList의 컬럼 id
value	String	N	변경하려는 value로 dataList의 컬럼 id",	,,"<xmp  class='js sample'>//아래와 같이 DataList와 gridView가 정의 된 경우
//DataList - id가 dc_genderCode이고 disp id를 가진 컬럼은 사용자가 보는 label 값이, code id를 가진 컬럼은 value가 되는 값이 정의. 
//gridView - header 컬럼의 inputType이 select이고 header의 id가 hGender 가 정의.

//gridView의 hGender 헤더의 selectbox list를 변경
gridView1.setHeaderNodeSet(""data:dc_genderCode"",""disp"",""code"");</xmp>",5.0_1.1274N.20140912.183941,5.0_5.4811B.20230203.095105
2726,method,WebSquare.uiplugin.gridView,setHeaderSortImage,header의 sort 이미지를 설정하며 data의 sort는 dataList의 sort API를 이용해야 함.,"headerId	String	Y	header의 ID
orderNum	Number	N	[default:-1, 1, 0]sort 상태를 나타내는 숫자 값 <br />
<xmp class='js description'> ""1"" : 오름 차순
 ""-1"" : 내림 차순
 ""0"" : sort를 하지 않는 상태</xmp>
sortOrd	Number	N	[default:0]multisort의 경우 sort의 우선순위를 나타내는 숫자 값. 하위호환성 유지용. [기본 값: 0]",	,,,5.0_1.1274N.20140912.183941,5.0_5.4811B.20230203.095105
2727,method,WebSquare.uiplugin.gridView,setHeaderStyle,그리드의 headerId에 해당하는 header cell의 스타일을 설정.,"headerId	String||Number	Y	그리드 header cell의 id 또는 index(rowNum 컬럼은 ""$rowNum"", rowStatus 컬럼은 ""$rowStatus""로 설정)
style	String	Y	적용할 CSS 속성명
value	String	Y	적용할 CSS 속성값",	,,,5.0_1.1274N.20140912.183941,5.0_5.4811B.20230203.095105
2728,method,WebSquare.uiplugin.gridView,setHeaderValue,"displayFormat에 따라 포맷된 값을 헤더에 설정. <br />inputType=""text""인 경우, 화면에 표시되는 문자열이 변경됨.<br />관련 속성: displayFormat","headerId	String	Y	헤더 ID
value	String	Y	헤더 value
useFormat	Boolean	N	displayFormat에 따라 포맷된 값을 헤더에 설정. (기본 값: false)",	,,,5.0_1.1274N.20140912.183941,5.0_5.4811B.20230203.095105
2729,method,WebSquare.uiplugin.gridView,setImageSrc,inputType이 textimage인 image를 동적으로 변경하기 함수.,"colIndex	Number||String	Y	컬럼의 index 또는 id
src	String	Y	colIndex에 해당하는 열에 적용할 image URL",	,,,5.0_2.2964B.20180202.163500,5.0_5.4811B.20230203.095105
2730,method,WebSquare.uiplugin.gridView,setMaxLength,"그리드의 컬럼의 maxLength 값을 설정.<br />inputType이 text, textarea, textImage, secret, autoComplete 컬럼만 지원.","colIndex	Number||String	Y	컬럼의 index 또는 id
len	number	Y	컬럼에 적용할 maxLength",	,,"<xmp  class='js sample'>// 사용 예
gridView1.setMaxLength(""a"", 5); // id가 ""a""인 컬럼에 maxLength를 5로 변경</xmp>",5.0_2.2964B.20180202.163500,5.0_5.4811B.20230203.095105
2731,method,WebSquare.uiplugin.gridView,setNoResultMessage,gridView에 데이터가 없을 경우 표시할 문자열을 설정.,message	String	Y	데이터 없을 때 표시할 문자열,	,,,5.0_1.1274N.20140912.183941,5.0_5.4811B.20230203.095105
2732,method,WebSquare.uiplugin.gridView,setNoResultMessageVisible,noResultMessageVisible 값을 동적으로 설정.,"visible	Boolean	Y	[true,false] noResultMessageVisible에 설정될 값.",	,,,5.0_2.2964B.20180202.163500,5.0_5.4811B.20230203.095105
2733,method,WebSquare.uiplugin.gridView,setReadOnly,type에 따라 readOnly 속성값을 설정.,"type	String	Y	[grid, row, column, cell]readOnly 속성을 설정할 type
rowIndex	Number	Y	readOnly속성을 설정할 행 index
colIndex	Number||String	Y	readOnly속성을 설정할 열 index 또는 id
readOnlyFlag	Boolean	Y	[true, false]readOnly 속성에 적용할 값",	,,"<xmp  class='js sample'>//이름, 성별, 나이가 정의된 gridView가 있고 각 column의 id가 name, gender, age 인 경우

//gridView 전체에 readOnly을 적용 할 경우
gridView1.setReadOnly(""grid"", true);

//gridView의 1번째행에 readOnly을 적용 할 경우
gridView1.setReadOnly(""row"",0,true);

//gridView의 ""이름""열에 readOnly을 적용 할 경우
gridView1.setReadOnly(""column"",""name"",true);

//gridView의 1번째행의 ""나이""열에 readOnly을 적용 할 경우
gridView1.setReadOnly(""cell"",0,""age"",true);</xmp>",5.0_1.1274N.20140912.183941,5.0_5.4811B.20230203.095105
2734,method,WebSquare.uiplugin.gridView,setRowBackgroundColor,rowIndex에 해당하는 행의 배경색을 설정.,"rowIndex	Number	Y	행의 index
color	String	Y	배경색의 값",	,,,5.0_1.1274N.20140912.183941,5.0_5.4811B.20230203.095105
2735,method,WebSquare.uiplugin.gridView,setRowColor,rowIndex에 해당하는 행의 글자색을 설정.,"rowIndex	Number	Y	행의 index
color	String	Y	글자색의 값",	,,,5.0_1.1274N.20140912.183941,5.0_5.4811B.20230203.095105
2736,method,WebSquare.uiplugin.gridView,setRowDisabled,colIndex에 해당하는 행의 disabled속성을 설정.,"rowIndex	Number	Y	disabled속성을 설정할 행 index
disableFlag	Boolean	Y	[true, false]disabled 여부",	,,,5.0_1.1274N.20140912.183941,5.0_5.4811B.20230203.095105
2737,method,WebSquare.uiplugin.gridView,setRowNumColumnWidth,rowNum 컬럼의 폭을 변경한다.,size	Number	Y	변경할 컬럼의 폭으로 px로 계산된다.,	,,,5.0_1.1274N.20140912.183941,5.0_5.4811B.20230203.095105
2738,method,WebSquare.uiplugin.gridView,setRowReadOnly,rowIndex에 해당하는 행의 readonly 속성을 설정.,"rowIndex	Number	Y	readonly 속성을 설정할 행 index
readOnly	Boolean	Y	[true, false]readonly 속성의 값",	,,,5.0_1.1274N.20140912.183941,5.0_5.4811B.20230203.095105
2739,method,WebSquare.uiplugin.gridView,setRowStatusColumnWidth,rowStatus컬럼의 폭을 변경한다.,size	Number	Y	변경할 컬럼의 폭으로 px로 계산된다,	,,,5.0_1.1274N.20140912.183941,5.0_5.4811B.20230203.095105
2740,method,WebSquare.uiplugin.gridView,setRowVisible,"특정 행의 표시/숨김 여부를 설정.  <br />본 함수로 숨김 처리된 행은 clearRowVisible(); 함수를 사용하여 다시 표시 가능. 
<xmp  class='js sample'>(관련 함수)
 clearRowVisible();</xmp>","rowIndex	Number	Y	행 표시 여부를 설정할 row의 index.
flag	Boolean	Y	해당 행의 표시 여부. <br />
<xmp class='js description'>""true"" 해당 행을 표시
""false"" 해당 행을 감춤.</xmp>",	,,"<xmp  class='js sample'>// (예제)
// 30번째 행 숨기기
 gridView1.setRowVisible(30, false);</xmp>",5.0_2.2964B.20180202.163500,5.0_5.4811B.20230203.095105
2741,method,WebSquare.uiplugin.gridView,setScrollLeft,그리드의 가로 스크롤의 위치를 입력받은 값만큼 이동. (단위: px),left	Number	Y	가로스크롤의 scrollLeft값,	,,,5.0_2.2692B.20170707.165017,5.0_5.4811B.20230203.095105
2742,method,WebSquare.uiplugin.gridView,setScrollTop,그리드의 세로 스크롤을 감싸는 div의 스타일의 top을 param으로 들어온 top으로 설정.,top	Number	Y	새로 설정할 스타일의 top,	,,,5.0_2.2692B.20170707.165017,5.0_5.4811B.20230203.095105
2743,method,WebSquare.uiplugin.gridView,setSortable,컬럼의 sortable 속성을을 동적으로 설정한다.,"headerId	String	Y	sortable을 동적으로 설정할 헤더의 ID
sortable	Boolean	Y	sortable 여부",	,,"<xmp  class='js sample'>// 사용 예
gridView1.setSortable(headerId, true);</xmp>",5.0_5.4811B.20230203.095105,5.0_5.4811B.20230203.095105
